年龄,年收入,贷款金额,信用评分,工作年限,负债率,有房产,有车,违约
36,30000,15942,679,2,0.32,0,1,0
28,30000,6852,783,8,0.62,1,1,0
30,30000,17260,579,2,0.39,0,1,0
50,30000,19031,611,9,0.65,0,1,1
48,30000,12016,666,1,0.36,0,0,0
44,30000,21094,720,1,0.2,1,0,0
27,30000,6165,664,5,0.25,0,1,0
34,30000,8855,752,1,0.37,0,1,0
50,30000,5000,597,1,0.37,0,0,0
39,30000,7428,558,1,0.48,0,0,1
61,30000,8013,674,5,0.16,1,1,0
41,30000,22270,643,11,0.46,0,0,1
39,30000,5000,693,5,0.55,1,0,0
34,30000,11975,647,8,0.47,1,1,0
39,30000,14180,622,3,0.34,1,1,0
36,30000,21872,644,0,0.69,0,1,1
45,30000,23951,652,0,0.28,0,1,0
47,30000,18821,625,4,0.07,1,1,0
30,30000,23386,633,1,0.58,1,1,0
24,30000,19529,617,1,0.15,0,0,0
22,30000,23227,718,3,0.5,1,0,0
43,30000,17852,665,5,0.13,1,0,0
26,30000,5000,830,2,0.01,0,0,0
22,30000,11440,662,8,0.11,1,1,0
41,30000,16578,605,6,0.26,0,1,0
62,30000,10365,850,6,0.07,0,1,0
37,30000,8741,683,21,0.14,0,1,0
46,30000,15125,729,1,0.54,0,1,0
38,30000,22603,697,5,0.54,0,1,1
37,30000,5000,699,9,0.57,1,0,0
47,30000,19153,692,4,0.59,1,1,1
35,30000,18177,561,7,0.29,1,1,0
40,30000,23243,679,2,0.61,1,0,0
41,30000,22544,544,4,0.37,0,0,0
31,30000,19006,636,0,0.33,0,0,0
47,30000,13928,591,21,0.5,1,1,0
36,30000,7289,678,8,0.15,1,0,0
30,30000,14449,676,10,0.55,0,1,0
43,30000,19072,688,5,0.3,1,1,0
29,30000,21809,672,1,0.09,0,0,0
38,30000,19583,601,0,0.08,1,1,0
37,30000,7100,629,9,0.12,1,1,0
48,30000,15593,723,2,0.62,0,0,1
42,30000,9975,735,1,0.69,0,1,1
37,30000,5000,558,4,0.25,1,0,0
46,30000,7204,527,2,0.2,0,1,0
51,30000,5377,591,5,0.15,0,1,0
43,30000,20697,733,3,0.58,0,0,0
38,30000,8428,747,5,0.15,1,1,0
24,30000,8978,576,9,0.65,1,0,0
27,30000,23158,674,1,0.47,1,0,0
34,30000,10960,796,1,0.63,1,0,0
31,30000,5000,683,2,0.39,1,0,0
36,30000,8960,763,16,0.48,0,1,0
38,30000,5505,729,2,0.43,1,1,0
43,30000,5158,577,2,0.58,0,1,1
37,30000,5000,634,5,0.59,0,0,1
42,30000,15458,652,2,0.41,1,1,0
38,30000,6976,658,15,0.44,0,0,1
22,30000,10586,723,11,0.65,1,1,0
28,30000,21102,682,3,0.65,0,1,1
36,30000,11911,415,5,0.46,1,0,0
25,30000,22229,544,0,0.01,0,1,0
43,30000,13456,475,5,0.07,0,1,0
53,30000,11375,664,6,0.6,0,1,0
50,30000,18758,669,2,0.06,0,1,0
35,30000,5000,672,1,0.15,0,1,0
52,30000,5000,573,12,0.16,1,1,0
39,30000,16691,703,2,0.42,1,1,0
34,30000,13225,707,5,0.4,0,0,0
31,30000,19598,549,0,0.2,0,1,0
34,30000,22241,532,2,0.15,0,0,0
34,30000,11155,649,8,0.54,0,1,0
39,30000,15524,793,2,0.65,1,1,0
39,30000,13514,785,4,0.04,0,1,0
38,30000,23613,695,1,0.09,1,1,0
42,30000,20452,591,2,0.45,0,1,0
49,30000,22146,720,13,0.56,1,0,0
47,30000,8341,613,4,0.55,1,1,1
23,30000,19223,588,11,0.5,0,1,0
22,30000,8574,478,11,0.62,1,1,1
47,30000,7383,658,14,0.15,1,0,0
24,30000,22829,599,11,0.08,1,1,0
35,30000,5000,657,0,0.43,0,1,0
26,30000,23273,466,13,0.58,1,0,0
22,30000,6134,663,0,0.41,1,0,0
43,30000,20208,455,0,0.67,0,0,1
45,30000,8794,737,0,0.56,0,0,1
32,30000,10364,691,2,0.49,0,1,0
22,30000,7551,627,4,0.04,0,1,0
32,30000,15295,695,2,0.08,1,0,0
41,30000,10310,571,0,0.55,0,1,1
23,30000,16805,655,3,0.14,1,1,0
39,30000,5000,713,2,0.02,0,0,0
37,30000,5000,402,7,0.64,0,1,0
43,30000,5092,614,1,0.62,1,1,0
39,30000,11798,648,1,0.15,0,0,0
28,30000,20110,634,1,0.55,1,0,0
49,30000,21651,766,1,0.03,1,1,0
36,30000,8141,560,4,0.2,1,1,0
37,30000,15061,600,3,0.44,1,1,0
28,30000,19135,496,2,0.53,1,1,0
33,30000,9065,770,2,0.01,1,1,0
29,30000,11589,630,2,0.23,0,1,0
36,30000,14003,614,17,0.15,1,0,0
55,30000,5832,645,1,0.7,1,1,0
24,30000,5000,700,8,0.47,1,1,0
22,30000,6208,677,6,0.28,0,0,0
52,30000,16163,850,0,0.05,1,1,0
35,30000,5000,686,24,0.42,1,1,0
31,30000,6983,612,7,0.45,0,0,0
48,30000,10094,605,5,0.57,1,1,0
31,30000,5000,618,2,0.2,1,0,0
56,30000,7025,529,4,0.69,1,0,1
44,30000,22136,653,1,0.31,0,1,0
33,30000,5000,712,0,0.21,0,0,0
59,30000,16722,600,9,0.24,1,1,0
31,30000,11072,585,11,0.36,1,0,0
45,30000,17125,771,0,0.66,0,0,1
40,30000,15362,535,7,0.51,0,0,1
51,30000,7693,484,6,0.4,0,1,0
53,30000,20791,557,0,0.11,0,0,0
38,30000,13330,526,2,0.1,1,1,0
30,30000,20273,680,2,0.35,1,1,0
42,30000,11526,621,7,0.51,1,1,0
31,30000,23678,632,9,0.53,1,1,0
58,30000,19180,742,0,0.16,1,1,0
39,30000,23284,594,4,0.07,0,1,0
34,30000,13800,712,7,0.27,1,1,0
39,30000,12947,770,7,0.64,0,1,0
24,30000,18864,613,0,0.38,1,1,0
28,30000,21486,708,3,0.22,0,1,0
50,30000,23247,630,9,0.23,0,1,0
31,30000,9815,723,1,0.09,0,0,0
27,30000,19772,524,2,0.33,1,1,0
43,30000,7423,518,8,0.55,0,1,0
49,30000,14457,618,0,0.68,0,1,0
45,30000,6776,578,9,0.35,1,1,0
47,30000,10295,608,1,0.12,1,1,0
30,30000,22558,632,0,0.48,0,1,1
23,30000,6067,707,1,0.53,0,0,1
53,30000,16280,617,0,0.05,0,1,0
34,30000,15452,584,0,0.6,1,1,0
35,30000,5535,621,5,0.58,1,1,0
51,30000,9845,588,1,0.33,0,1,1
43,30000,14822,575,13,0.39,1,1,0
42,30000,6930,520,3,0.5,0,0,0
59,30000,19813,655,3,0.47,0,1,0
31,30000,23415,604,2,0.01,1,1,0
47,30000,7509,727,5,0.09,0,0,0
38,30000,6925,534,3,0.11,1,0,0
40,30000,12553,606,0,0.53,1,1,0
53,30000,18703,795,10,0.31,0,0,0
43,30000,8913,574,2,0.38,0,0,1
43,30000,5000,631,0,0.54,1,1,0
48,30000,14365,552,3,0.24,1,1,0
34,30000,23088,542,5,0.52,0,1,0
29,30000,11216,773,1,0.31,0,1,0
27,30000,11822,663,8,0.26,0,1,0
22,30000,23346,660,5,0.23,1,1,0
58,30000,17586,514,5,0.68,0,1,1
26,30000,18102,678,2,0.54,0,1,1
35,30000,14816,742,16,0.01,1,0,0
35,30000,23466,741,1,0.67,0,1,1
41,30000,17466,703,4,0.54,0,1,1
46,30000,21795,559,1,0.1,1,1,0
46,30000,17686,675,6,0.05,1,0,0
32,30000,18437,703,0,0.22,0,1,0
36,30000,9098,506,0,0.44,0,1,0
40,30000,9373,560,8,0.43,0,0,1
35,30000,19442,721,2,0.19,0,1,0
54,30000,9230,720,2,0.31,1,1,0
42,30000,14818,526,4,0.15,1,0,0
45,30000,8236,713,6,0.04,1,1,0
44,30000,20156,657,1,0.36,1,1,0
49,30000,5320,712,1,0.24,1,1,0
39,30000,20418,599,15,0.38,1,1,0
25,30000,15657,701,4,0.66,1,1,1
41,30000,6925,717,2,0.1,0,1,0
31,30000,14382,621,8,0.0,1,1,0
32,30000,8932,651,3,0.05,0,0,0
43,30000,9792,598,1,0.32,0,1,0
50,30000,10382,782,1,0.49,1,1,0
38,30000,5000,640,2,0.41,0,0,0
41,30000,23705,576,9,0.35,1,0,0
55,30000,5000,592,0,0.25,1,1,0
40,30000,16912,660,1,0.22,1,1,0
64,30000,10795,710,11,0.26,1,0,0
43,30000,16566,543,0,0.43,0,0,1
22,30000,10481,797,4,0.12,0,0,0
45,30000,17148,674,1,0.54,1,1,0
41,30000,18313,687,4,0.4,0,0,0
50,30000,17501,642,2,0.19,1,0,0
44,30000,5393,651,0,0.35,0,0,0
36,30000,16794,638,4,0.67,0,1,1
25,30000,8879,731,5,0.01,0,0,0
35,30000,5000,649,5,0.14,1,0,0
29,30000,11711,711,5,0.31,0,0,0
32,30000,12104,615,3,0.45,0,0,0
43,30000,12810,665,3,0.15,0,0,0
54,30000,17801,585,5,0.65,0,1,1
41,30000,9485,747,5,0.45,0,1,0
26,30000,9620,583,5,0.61,0,0,1
42,30000,5000,624,4,0.23,1,1,0
49,30000,17423,624,0,0.58,0,1,1
31,30000,14924,621,1,0.26,0,0,0
36,30000,10337,707,1,0.18,1,0,0
38,30000,17808,624,12,0.64,0,1,1
30,30000,14284,761,7,0.06,1,1,0
44,30000,12854,584,4,0.66,0,0,1
36,30000,13737,663,1,0.32,0,0,0
42,30000,16363,587,0,0.69,0,1,1
29,30000,16860,683,11,0.38,1,1,0
33,30000,9068,648,11,0.53,1,1,0
45,30000,5955,637,0,0.0,0,1,0
34,30000,6289,745,7,0.35,1,0,0
55,30000,16427,597,2,0.52,0,0,1
34,30000,21330,696,1,0.55,0,1,1
40,30000,11599,588,6,0.11,1,1,0
47,30000,6559,659,4,0.29,1,0,0
23,30000,18888,554,7,0.29,0,1,0
22,30000,20482,596,0,0.07,0,1,0
22,30000,21492,643,1,0.31,1,0,0
50,30000,15743,795,1,0.56,1,1,0
32,30000,21075,658,2,0.21,0,1,0
63,30000,5000,782,3,0.3,1,1,0
32,30000,5251,667,1,0.67,0,1,1
39,30000,5000,619,2,0.02,1,0,0
53,30000,17964,773,2,0.41,1,1,0
58,30000,5000,684,6,0.52,1,1,0
58,30000,13423,598,4,0.53,1,0,0
50,30000,12926,687,5,0.5,0,1,0
48,30000,9524,626,1,0.51,0,0,1
43,30000,21278,490,1,0.04,1,0,0
45,30000,6579,724,0,0.37,0,1,0
32,30000,10401,737,0,0.55,0,0,0
29,30000,19257,797,1,0.07,1,1,0
37,30000,5000,683,0,0.01,0,1,0
36,30000,17131,630,4,0.57,0,0,0
33,30000,20144,716,31,0.5,0,1,0
44,30000,22577,717,0,0.29,1,1,0
47,30000,21402,781,8,0.66,0,1,1
38,30000,9707,646,0,0.54,0,1,1
52,30000,15313,636,5,0.68,1,1,0
26,30000,5000,592,5,0.65,1,0,1
36,30000,8415,692,11,0.34,1,0,0
30,30000,5000,526,0,0.53,1,1,0
22,30000,9618,712,1,0.47,0,0,0
37,30000,21378,697,0,0.57,1,1,0
36,30000,10290,696,2,0.55,0,1,1
53,30000,14799,661,12,0.11,0,0,0
44,30000,12100,772,7,0.16,0,0,0
27,30000,12637,719,6,0.19,0,0,0
56,30000,23361,601,3,0.57,0,1,1
50,30000,9219,602,10,0.57,0,1,1
43,30000,16173,579,2,0.35,1,0,0
35,30000,11821,694,0,0.41,0,0,0
28,30000,5000,569,9,0.58,1,0,0
34,30000,13275,736,1,0.22,1,0,0
48,30000,20080,755,0,0.04,1,1,0
56,30000,5073,579,0,0.34,0,1,0
53,30000,5000,635,4,0.64,1,0,0
33,30000,6226,651,4,0.55,1,1,0
26,30000,19052,720,1,0.26,1,0,0
39,30000,18203,778,6,0.05,0,0,0
22,30000,14865,515,7,0.45,0,0,1
41,30000,12832,624,12,0.58,0,1,0
36,30000,21654,628,4,0.47,0,1,1
33,30000,19100,537,7,0.3,1,0,0
22,30000,20050,611,6,0.09,1,0,0
43,30000,20078,684,1,0.64,0,0,1
32,30000,16497,627,1,0.19,0,0,0
26,30000,12618,526,3,0.16,0,1,0
22,30000,21158,850,0,0.57,0,0,1
37,30000,22446,671,1,0.69,1,1,0
55,30000,5000,658,3,0.46,1,0,0
54,30000,5000,562,0,0.44,0,1,1
33,30000,23133,670,0,0.22,0,1,0
31,30000,8820,636,3,0.01,1,1,0
42,30000,21340,498,6,0.13,0,0,0
28,30000,11164,564,8,0.41,1,0,0
41,30000,5501,713,3,0.11,1,0,0
45,30000,5000,805,3,0.62,1,1,0
50,30000,6286,679,2,0.13,0,0,0
36,30000,8247,738,1,0.37,0,0,0
35,30000,13258,637,0,0.36,1,1,0
29,30000,17731,643,7,0.42,0,0,0
29,30000,23714,737,3,0.23,0,1,0
35,30000,12271,783,7,0.61,1,1,0
41,30000,13881,754,6,0.31,1,1,0
47,30000,13958,564,1,0.49,0,1,1
29,30000,14328,644,3,0.45,0,0,1
52,30000,13872,672,2,0.08,1,0,0
35,30000,5000,629,2,0.44,0,0,1
37,30000,5000,681,3,0.39,0,0,1
30,30000,5050,715,20,0.63,1,0,1
22,30000,5132,730,8,0.62,0,1,1
46,30000,17802,784,11,0.11,0,0,0
45,30000,7303,623,0,0.06,0,0,0
35,30000,21788,540,0,0.21,0,1,0
38,30000,22500,678,0,0.69,1,0,0
43,30000,23493,800,1,0.02,1,0,0
22,30000,22720,611,2,0.47,1,0,0
32,30000,8709,704,5,0.43,1,1,0
45,30000,13705,705,3,0.45,1,1,0
25,30000,6684,665,11,0.15,0,1,0
40,30000,19930,650,14,0.16,0,0,0
24,30000,21657,576,0,0.3,1,1,0
42,30000,20877,467,9,0.07,0,0,0
37,30000,12100,561,3,0.05,0,1,0
22,30000,18932,618,3,0.06,0,1,0
49,30000,5049,737,7,0.4,1,1,0
30,30000,5000,641,0,0.28,0,1,0
29,30000,18817,608,10,0.21,1,0,0
40,30000,11932,578,5,0.22,0,0,0
49,30000,23906,702,10,0.15,1,1,0
27,30000,5042,758,25,0.29,0,0,0
38,30000,20968,735,3,0.14,1,1,0
42,30000,13079,698,0,0.49,0,1,0
44,30000,20370,531,0,0.09,0,1,0
39,30000,20159,621,1,0.66,1,1,0
34,30000,22235,805,0,0.06,0,0,0
29,30000,9254,739,8,0.66,0,0,1
38,30000,22945,526,1,0.58,1,0,0
27,30000,6185,645,18,0.48,0,0,0
22,30000,5000,679,6,0.64,1,1,0
42,30000,12063,589,0,0.1,0,0,0
47,30000,20394,465,3,0.12,0,1,0
22,30000,12941,657,3,0.18,1,0,0
27,30000,20415,586,3,0.17,1,1,0
44,30000,18323,587,3,0.22,0,1,0
58,30000,7397,621,0,0.4,1,1,0
38,30000,22926,639,5,0.02,1,1,0
30,30000,5000,649,3,0.27,1,1,0
36,30000,21863,579,7,0.17,0,1,0
51,30000,9393,632,8,0.42,0,1,0
31,30000,13503,509,1,0.69,0,1,1
30,30000,11869,674,0,0.36,0,1,0
33,30000,6608,421,6,0.3,0,1,0
28,30000,10521,626,19,0.26,0,0,0
39,30000,7051,723,2,0.55,1,1,0
54,30000,7281,565,1,0.05,1,0,0
41,30000,6928,707,0,0.67,0,0,0
35,30000,13269,742,1,0.29,1,0,0
35,30000,19756,385,1,0.22,1,0,0
22,30000,14948,637,2,0.68,0,0,1
46,30000,21757,419,5,0.66,0,1,1
37,30000,16367,640,1,0.45,0,1,0
36,30000,17476,649,0,0.01,1,0,0
65,30000,17019,451,2,0.52,0,1,0
40,30000,12438,803,9,0.23,0,0,0
30,30000,17476,672,3,0.27,0,0,0
33,30000,5000,582,16,0.11,1,1,0
49,30000,21056,767,3,0.37,1,1,0
39,30000,19334,506,1,0.52,0,0,1
23,30000,8149,551,1,0.19,0,0,0
47,30000,19128,466,5,0.66,1,0,1
31,30000,5000,794,3,0.14,1,1,0
56,30000,7562,676,4,0.05,1,0,0
48,30000,5000,702,7,0.45,1,1,0
33,30000,19384,674,6,0.59,0,1,1
50,30000,18873,695,0,0.67,0,1,1
38,30000,20086,656,8,0.54,1,1,0
46,30000,5000,671,3,0.14,0,1,0
42,30000,13525,658,2,0.68,0,1,0
29,30000,17801,601,3,0.64,0,1,0
31,30000,6263,646,4,0.11,0,0,0
48,30000,16645,671,0,0.39,0,1,0
34,30000,5000,658,2,0.39,1,0,0
33,30000,6807,531,2,0.31,0,1,1
28,30000,12991,542,2,0.69,0,0,1
42,30000,16724,736,0,0.04,0,0,0
58,30000,6063,625,0,0.44,1,0,0
27,30000,6889,696,0,0.14,1,1,0
38,30000,7293,562,2,0.37,0,0,1
52,30000,8012,532,11,0.55,0,0,0
37,30000,7757,582,1,0.17,1,0,0
42,30000,11298,632,2,0.28,0,0,0
27,30000,16729,596,1,0.67,1,1,0
42,30000,12198,753,7,0.53,1,0,0
36,30000,19295,664,0,0.4,0,0,0
47,30000,18104,797,1,0.16,1,1,0
49,30000,5657,682,1,0.3,0,1,0
63,30000,5000,456,24,0.54,0,1,1
43,30000,21436,734,4,0.57,0,1,0
41,30000,5000,529,0,0.17,1,0,0
39,30000,6115,668,1,0.46,0,1,0
34,30000,5000,588,0,0.07,0,1,0
41,30000,16195,821,0,0.02,0,1,0
35,30000,15229,765,7,0.38,1,1,0
39,30000,23724,590,3,0.16,0,0,0
51,30000,21625,639,4,0.06,0,0,0
27,30000,11627,669,2,0.51,1,1,0
49,30000,10803,719,4,0.35,1,0,0
51,30000,9233,652,1,0.56,1,1,0
36,30000,6200,568,1,0.46,0,1,0
22,30000,5899,592,5,0.51,1,0,0
31,30000,5777,649,0,0.22,0,0,0
50,30000,5396,748,4,0.18,0,0,0
37,30000,8050,684,9,0.42,1,0,0
28,30000,9440,588,0,0.14,1,0,0
32,30000,23193,701,11,0.57,1,0,0
46,30000,15147,619,0,0.37,1,0,0
43,30000,23739,721,2,0.16,1,0,0
35,30000,10821,850,4,0.44,0,0,0
34,30000,12610,621,4,0.66,1,1,0
34,30000,9816,714,0,0.06,0,1,0
28,30000,6840,590,8,0.08,1,0,0
54,30000,6006,641,18,0.59,0,0,0
34,30000,22846,652,0,0.08,0,1,0
50,30000,23723,634,11,0.03,1,0,0
53,30000,5000,847,4,0.24,0,1,0
47,30000,6157,625,13,0.33,1,0,0
33,30000,11894,696,0,0.4,1,0,0
42,30000,6913,495,7,0.36,0,1,0
37,30000,10641,684,0,0.64,1,1,0
28,30000,5711,741,10,0.54,1,1,0
41,30000,12586,607,5,0.69,1,0,1
26,30000,8705,449,2,0.33,1,1,0
49,30000,10390,646,1,0.06,0,1,0
33,30000,5000,651,8,0.67,0,1,1
40,30000,11990,707,4,0.0,0,1,0
40,30000,23648,810,2,0.54,0,1,0
35,30000,9905,619,2,0.02,1,1,0
43,30000,21405,581,8,0.53,0,0,1
33,30000,20707,556,2,0.66,1,1,0
46,30000,22993,665,0,0.27,1,1,0
24,30000,19592,688,12,0.17,0,1,0
39,30000,16851,606,2,0.16,0,1,0
57,30000,20988,712,2,0.34,1,0,0
27,30000,5000,687,1,0.12,1,1,0
31,30000,12719,653,11,0.47,1,0,0
43,30000,23774,577,1,0.26,0,1,0
39,30000,19161,611,5,0.23,0,0,0
41,30000,23203,455,10,0.32,1,1,0
42,30000,19372,668,0,0.38,0,1,0
44,30000,21372,652,8,0.1,1,1,0
49,30000,17837,665,2,0.5,0,1,0
42,30000,18970,690,5,0.62,1,1,0
35,30000,13986,680,2,0.19,0,0,0
44,30000,22408,641,5,0.13,1,1,0
56,30000,20325,653,1,0.53,1,1,0
36,30000,20721,537,0,0.13,1,1,0
28,30000,17133,603,14,0.03,0,1,0
49,30000,9396,654,0,0.43,0,1,1
36,30000,5000,591,8,0.17,0,0,0
22,30000,22648,718,0,0.12,1,1,0
46,30000,15308,597,2,0.69,1,0,1
32,30000,9261,667,8,0.2,1,0,0
37,30000,6131,659,1,0.63,0,1,0
41,30000,20419,709,10,0.12,0,1,0
39,30000,20566,722,3,0.57,0,0,0
45,30000,20104,705,2,0.35,0,1,0
33,30000,16546,481,5,0.06,1,0,0
43,30000,10686,745,2,0.51,0,1,0
35,30000,9385,772,2,0.62,1,0,1
45,30000,5000,611,6,0.11,1,0,0
44,30000,20505,668,1,0.51,1,1,0
28,30000,5000,578,1,0.31,1,1,0
48,30000,16245,494,8,0.53,0,0,1
32,30000,13585,590,8,0.5,1,0,0
46,30000,14060,606,3,0.02,0,0,0
41,30000,22460,621,3,0.13,0,0,0
56,30000,5000,573,5,0.33,1,0,0
35,30000,19241,591,3,0.65,1,1,0
34,30000,5000,649,2,0.24,0,1,0
37,30000,5000,588,26,0.44,0,1,1
34,30000,12026,693,0,0.01,1,0,0
45,30000,5000,704,4,0.5,0,1,1
22,30000,19572,840,10,0.42,1,1,0
27,30000,14120,740,5,0.5,0,0,1
27,30000,5000,669,10,0.63,0,1,1
47,30000,5000,600,2,0.1,1,0,0
55,30000,15866,673,1,0.18,1,0,0
36,30000,19928,676,9,0.7,1,0,0
36,30000,12193,608,2,0.11,1,1,0
38,30000,14646,712,6,0.5,0,0,0
49,30000,19796,538,0,0.51,1,1,0
28,30000,15820,630,7,0.48,0,1,0
40,30000,7719,694,3,0.16,1,1,0
47,30000,15874,626,1,0.15,0,0,0
43,30000,16193,633,3,0.47,0,1,0
39,30000,18416,638,5,0.13,0,1,0
48,30000,16038,583,0,0.46,1,1,0
22,30000,23354,743,5,0.34,0,1,0
44,30000,7143,568,3,0.27,1,0,0
31,30000,22972,675,1,0.21,0,0,0
22,30000,14305,683,6,0.66,0,1,1
43,30000,17111,574,1,0.36,0,1,0
51,30000,5088,655,1,0.39,0,0,0
36,30000,10992,577,3,0.66,1,0,1
47,30000,19156,761,5,0.46,1,0,0
54,30000,17845,558,13,0.67,1,1,1
51,30000,5000,597,0,0.07,0,0,0
54,30000,14478,552,2,0.59,1,0,1
45,30000,5000,541,0,0.23,0,1,0
38,30000,23912,777,7,0.57,1,1,0
22,30000,21843,693,2,0.6,0,1,0
35,30000,5000,661,6,0.19,1,1,0
29,30000,21031,597,1,0.29,1,1,0
59,30000,22308,722,9,0.51,0,1,0
36,30000,10424,584,3,0.07,0,0,0
39,30000,18109,713,14,0.53,1,1,0
43,30000,12284,580,0,0.08,0,0,0
38,30000,16759,598,3,0.64,1,0,1
54,30000,10146,710,7,0.19,1,0,0
31,30000,9773,719,4,0.4,1,1,0
39,30000,11913,697,0,0.08,1,1,0
30,30000,6056,566,17,0.19,0,1,0
24,30000,20453,614,1,0.28,0,1,0
31,30000,10322,662,1,0.34,0,0,0
37,30000,11403,582,3,0.0,1,0,0
33,30000,21775,759,3,0.62,1,1,1
31,30000,13429,457,7,0.01,1,0,0
23,30000,14429,587,2,0.54,1,0,0
37,30000,23086,609,2,0.33,1,1,0
22,30000,21621,422,3,0.37,1,1,0
45,30000,6558,538,2,0.15,0,0,0
38,30000,12937,700,12,0.43,1,1,0
23,30000,23397,652,9,0.38,1,1,0
34,30000,10819,775,3,0.11,0,0,0
30,30000,10803,773,0,0.17,0,0,0
41,30000,7095,684,11,0.05,0,0,0
51,30000,5400,675,0,0.05,1,0,0
22,30000,18546,655,1,0.01,1,0,0
39,30000,19170,437,0,0.15,0,1,0
36,30000,23349,538,0,0.48,1,1,0
44,30000,19241,658,8,0.22,0,1,0
40,30000,8110,699,4,0.24,1,0,0
30,30000,5000,673,15,0.09,1,0,0
34,30000,23694,578,1,0.4,1,1,0
30,30000,10149,724,3,0.24,0,1,0
48,30000,9551,768,18,0.47,1,1,0
38,30000,22025,725,8,0.52,0,0,1
57,30000,15287,729,6,0.41,0,1,0
37,30000,7512,605,1,0.19,0,1,0
30,30000,21671,736,7,0.36,1,0,0
22,30000,23860,661,2,0.18,1,1,0
22,30000,5000,690,3,0.63,1,1,0
22,30000,21107,679,4,0.54,1,0,0
40,30000,11200,640,4,0.35,0,1,0
43,30000,14005,581,6,0.68,0,1,1
22,30000,22211,643,5,0.38,1,0,0
46,30000,23440,728,0,0.23,0,0,0
33,30000,8505,614,3,0.07,1,0,0
39,30000,7469,721,5,0.38,1,0,0
54,30000,5000,708,1,0.6,0,1,0
46,30000,14797,626,1,0.61,1,1,0
35,30000,5000,761,0,0.42,0,1,0
29,30000,11649,621,2,0.28,0,1,0
22,30000,5000,770,21,0.46,1,0,0
30,30000,11509,684,1,0.53,1,1,0
35,30000,5000,648,3,0.29,1,0,0
28,30000,20539,578,6,0.33,0,0,0
36,30000,7404,642,0,0.48,1,1,0
38,30000,9894,633,11,0.61,0,1,1
35,30000,21271,549,2,0.55,0,1,1
31,30000,18671,632,10,0.02,1,1,0
39,30000,7599,585,0,0.09,0,1,0
42,30000,5000,696,0,0.6,1,1,0
27,30000,18029,754,1,0.58,1,0,0
52,30000,11204,551,2,0.27,0,1,0
37,30000,19087,786,9,0.41,0,0,0
38,30000,12351,639,0,0.63,0,0,0
45,30000,10266,571,5,0.64,1,0,0
40,30000,12475,710,0,0.55,0,0,0
47,30000,18719,614,8,0.15,0,1,0
40,30000,21946,643,7,0.51,1,0,0
31,30000,5000,617,3,0.07,1,0,0
41,30000,14006,584,1,0.63,1,1,0
26,30000,5000,707,5,0.1,0,1,0
39,30000,12836,627,0,0.46,0,1,1
37,30000,21590,535,1,0.43,1,1,0
35,30000,10593,694,4,0.54,1,0,0
36,30000,22581,553,23,0.39,0,0,0
22,30000,16242,557,11,0.04,0,1,0
32,30000,22617,745,4,0.49,0,1,0
38,30000,18900,554,3,0.27,0,0,0
39,30000,5172,464,32,0.22,1,1,0
27,30000,7854,699,3,0.69,0,1,1
50,30000,11277,625,2,0.41,0,0,0
29,30000,6572,632,12,0.5,0,1,0
47,30000,13393,624,1,0.37,0,1,0
42,30000,12898,668,0,0.54,0,0,1
31,30000,23081,589,5,0.53,0,0,1
55,30000,12108,768,0,0.46,1,1,0
26,30000,19498,531,2,0.7,0,1,1
47,30000,22780,685,2,0.32,1,0,0
48,30000,21416,701,3,0.49,1,1,0
31,30000,7382,589,23,0.56,0,0,0
51,30000,13416,568,1,0.26,0,0,0
35,30000,10302,731,2,0.32,0,0,0
40,30000,11397,570,0,0.68,1,1,1
40,30000,10576,601,4,0.02,1,1,0
36,30000,20353,720,6,0.23,0,1,0
46,30000,12494,652,3,0.34,1,1,0
45,30000,13997,506,1,0.0,1,1,0
22,30000,23631,789,4,0.63,0,0,1
51,30000,5000,607,3,0.2,1,1,0
22,30000,13247,617,0,0.18,0,1,0
48,30000,19255,670,2,0.57,1,0,1
49,30000,6174,700,2,0.19,0,0,0
27,30000,15842,806,20,0.46,1,1,0
33,30000,8028,517,9,0.58,0,0,1
26,30000,21215,716,6,0.55,1,0,0
35,30000,9869,709,10,0.55,0,1,0
34,30000,9910,639,6,0.06,1,1,0
45,30000,15562,712,11,0.06,0,0,0
51,30000,6854,724,0,0.21,0,1,0
51,30000,8982,539,3,0.03,0,1,0
32,30000,11749,789,6,0.35,0,1,0
35,30000,10426,525,4,0.28,1,1,0
22,30000,14022,559,0,0.39,1,1,0
29,30000,15592,629,2,0.21,1,1,0
47,30000,14900,803,1,0.34,1,1,0
54,30000,16737,625,1,0.23,0,0,0
25,30000,9462,647,2,0.14,0,0,0
32,30000,5654,764,3,0.45,1,1,0
37,30000,18976,625,9,0.47,1,0,0
40,30000,20866,555,6,0.58,1,0,0
29,30000,8397,616,9,0.61,0,0,1
42,30000,11548,759,10,0.49,0,1,0
33,30000,13469,655,2,0.48,0,1,1
37,30000,14199,804,2,0.04,0,0,0
43,30000,16849,709,0,0.08,1,1,0
38,38736,5001,598,13,0.57,0,0,1
33,30000,18151,654,0,0.16,1,1,0
36,30000,5000,581,6,0.25,1,1,0
37,30000,12834,596,2,0.1,1,1,0
34,30000,20381,850,14,0.14,1,0,0
35,30000,12475,731,2,0.54,0,1,1
53,30000,6130,718,8,0.18,1,0,0
43,30000,23685,600,1,0.31,0,1,0
35,30000,21674,775,1,0.11,1,1,0
